id;codproc;nome;sexo;idade_min;idade_max;vlr_sa;vlr_sh;vlr_sp;qtde_maxima;ptos_ato;dias_permanencia;complexidade;co_financiamento;co_rubrica;classeprimariaid;classesecundariaid
1382;0408030046;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR SEIS NÍVEIS                                                                                                                                                                                               ;I;0;130;0;1250,27;350;1;550;7;3;06;      ;32;4
1383;0408030224;ARTRODESE OCCIPTO-CERVICAL (C7) POSTERIOR                                                                                                                                                                                                                 ;I;0;130;0;943;611;1;550;10;3;06;      ;32;4
1384;0408030232;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NÍVEL                                                                                                                                                                                                            ;I;0;130;0;1251,3;470,99;1;850;8;3;06;      ;32;4
1385;0408030267;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NÍVEL                                                                                                                                                                                                           ;I;0;130;0;1252,37;470;1;850;8;3;06;      ;32;4
1386;0408030410;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NÍVEIS C/ MICROSCÓPIO)                                                                                                                                                        ;I;0;130;0;1252,4;533,52;1;850;4;3;06;      ;32;4
1387;0408030534;RESSECÇÃO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)                                                                                                                                                           ;I;0;130;0;833,26;345,6;1;400;5;2;06;      ;32;4
1388;0408030810;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DEZ NIVEIS                                                                                                                                                                                    ;I;0;130;0;1638,49;1002,24;1;850;10;3;06;      ;32;4
1389;0408040017;ARTRODESE COXOFEMORAL                                                                                                                                                                                                                                     ;I;0;130;0;1343,74;291,54;1;400;6;2;06;      ;32;4
1390;0408040106;DESARTICULAÇÃO COXOFEMORAL                                                                                                                                                                                                                                ;I;0;130;0;1343,71;291,57;1;400;7;2;06;      ;32;4
1391;0408050292;REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO TARSO-METATARSICA                                                                                                                                                                                       ;I;0;130;35,2;54,78;59,66;2;100;2;2;06;      ;32;4
1392;0408050411;TRANSPOSICAO DA FIBULA PARA A TIBIA                                                                                                                                                                                                                       ;I;0;130;0;434,06;180,22;2;300;3;2;06;      ;32;4
1393;0408050420;TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES                                                                                                                                                                        ;I;0;130;0;244,62;140,43;2;250;3;2;06;      ;32;4
1394;0408050500;TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA                                                                                                                                                                                                       ;I;0;130;0;631,25;215,11;2;300;4;2;06;      ;32;4
1395;0702070050;TUBO DE DRENAGEM PARA GLAUCOMA                                                                                                                                                                                                                            ;I;9999;9999;0;800;0;9999;0;9999;0;06;      ;30;14
1396;0702100021;CATETER P/ SUBCLAVIA DUPLO LUMEN P/ HEMODIALISE                                                                                                                                                                                                           ;N;9999;9999;64,76;0;0;3;0;9999;0;04;040017;30;14
1397;0702100056;CONJUNTO DE TROCA PARA PACIENTE SUBMETIDO A DPA (PACIENTE-15 DIAS COM INSTALAÇÃO DOMICILIAR E MANUTENÇÃO DE MAQUINA CICLADORA)                                                                                                                            ;N;9999;9999;1255,74;0;0;1;0;9999;0;04;040017;30;14
1398;0407030107;DRENAGEM BILIAR PERCUTANEA EXTERNA                                                                                                                                                                                                                        ;I;0;130;92,95;0;0;1;0;9999;3;06;      ;32;4
1399;0407040188;LIBERACAO DE ADERENCIAS INTESTINAIS                                                                                                                                                                                                                       ;I;0;130;0;683,84;145,22;1;200;6;2;06;      ;32;4
1400;0407040250;TRATAMENTO CIRURGICO DE PERITONITE                                                                                                                                                                                                                        ;I;0;130;0;792,95;183,3;1;200;5;2;06;      ;32;4
1401;0408010029;ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-UMERAIS                                                                                                                                                                                                        ;I;0;80;0;210,72;166,68;1;250;4;3;06;      ;32;4
1402;0408010061;ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISÃO / RECONSTRUÇÃO                                                                                                                                                                                               ;I;40;130;0;405,33;192,47;1;400;4;3;06;      ;32;4
1403;0408020210;REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS                                                                                                                                                                                                            ;I;0;130;0;51,34;55,9;2;100;1;2;06;      ;32;4
1404;0408020598;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA                                                                                                                                                                 ;I;0;130;0;126,53;102,76;1;150;2;2;06;      ;32;4
1405;0408020628;TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÃO (POR ESPACO INTERDIGITAL)                                                                                                                                                                                      ;I;0;130;0;109,79;82,81;2;150;1;2;06;      ;32;4
1406;0408030100;ARTRODESE CERVICAL ANTERIOR QUATRO NÍVEIS                                                                                                                                                                                                                 ;I;0;130;0;1625,92;1155,78;1;550;7;3;06;      ;32;4
1407;0408030194;ARTRODESE OCCIPTO-CERVICAL (C4)POSTERIOR                                                                                                                                                                                                                  ;I;0;130;0;943;611;1;550;7;3;06;      ;32;4
1408;0408030321;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,                                                                                                                                                                                                      ;I;0;130;0;1625,92;1155,78;1;850;10;3;06;      ;32;4
1409;0408030402;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NÍVEIS)                                                                                                                                                                               ;I;0;130;0;625,48;380;1;400;4;2;06;      ;32;4
1410;0408030569;RESSECÇÃO DE UM CORPO VERTEBRAL TORACO-LOMBO-SACRO                                                                                                                                                                                                        ;I;0;130;0;1252,4;470;1;850;10;3;06;      ;32;4
1411;0408040050;ARTROPLASTIA PARCIAL DE QUADRIL                                                                                                                                                                                                                           ;I;18;130;0;1292,5;278,16;1;550;5;2;06;      ;32;4
1412;0408040289;TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO COXOFEMORAL C/ FRATURA DA EPÍFISE FEMORAL                                                                                                                                                                       ;I;0;130;0;1343,7;492,72;2;950;8;3;06;      ;32;4
1413;0408050063;ARTROPLASTIA TOTAL PRIMARIA DO JOELHO                                                                                                                                                                                                                     ;I;16;130;0;919,92;234,92;2;300;4;3;06;      ;32;4
1414;0408050179;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR)                                                                                                                                                                   ;I;12;130;0;1270,15;332,03;2;450;3;2;06;      ;32;4
1415;0408050306;REIMPLANTE AO NIVEL DA COXA ATE O TERCO PROXIMAL DA PERNA                                                                                                                                                                                                 ;I;0;130;0;2017,91;443,21;2;700;6;3;06;      ;32;4
1416;0701020091;ÓRTESE DINÂMICA PELVICO-CRURAL TIPO ATLANTA / TORONTO                                                                                                                                                                                                     ;N;9999;9999;520;0;0;1;0;9999;0;06;      ;30;14
1417;0701020237;ÓRTESE SUROPODÁLICA SEM ARTICULAÇÃO EM POLIPROPILENO (INFANTIL)                                                                                                                                                                                           ;I;0;19;130;0;0;2;0;9999;0;06;      ;30;14
1418;0702050474;PLACA DE RECONSTRUCAO EM TITANIO P/ FRATURA DE MANDIBULA (INCLUI PARAFUSOS)                                                                                                                                                                               ;I;9999;9999;0;1150,16;0;2;0;9999;0;06;      ;30;14
1419;0802010199;DIÁRIA DE PERMANÊNCIA A MAIOR                                                                                                                                                                                                                             ;N;9999;9999;0;16,19;3,87;99;0;9999;0;06;      ;30;15
1420;0407030077;COLEDOCOTOMIA VIDEOLAPAROSCOPICA                                                                                                                                                                                                                          ;I;0;130;0;381,43;183,36;1;200;2;2;06;      ;32;4
1421;0407030123;ESPLENECTOMIA                                                                                                                                                                                                                                             ;I;0;130;0;789,12;186,86;1;250;5;2;06;      ;32;4
1422;0407030212;PANCREATO-ENTEROSTOMIA                                                                                                                                                                                                                                    ;I;20;130;0;1346,73;230,87;1;300;10;2;06;      ;32;4
1423;0407030247;TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS                                                                                                                                                                                                               ;I;20;130;0;1346,72;230,87;1;300;10;2;06;      ;32;4
1424;0407040137;HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA                                                                                                                                                                                                                  ;I;0;130;0;266,94;110,01;1;150;2;2;06;      ;32;4
1425;0407040153;HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA                                                                                                                                                                                                                 ;I;0;130;0;250,64;110,02;1;150;1;2;06;      ;32;4
1426;0407040218;PNEUMOPERITONIO (POR SESSAO)                                                                                                                                                                                                                              ;I;0;130;13,63;13,63;0;9999;0;9999;2;06;      ;32;4
1427;0408010070;DESARTICULACAO DA ARTICULACAO ESCAPULO-UMERAL                                                                                                                                                                                                             ;I;0;130;0;220,02;226,07;2;250;3;2;06;      ;32;4
1428;0408010193;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA                                                                                                                                                                                   ;I;0;130;0;168,05;133,35;2;150;3;2;06;      ;32;4
1429;0408020130;RECONSTRUÇÃO CAPSULO-LIGAMENTAR DE COTOVELO PUNHO                                                                                                                                                                                                         ;I;15;130;0;143,95;97,48;2;100;3;2;06;      ;32;4
1430;0408020180;REDUÇÃO INCRUENTA DE FRATURA / LUXAÇÃO DE MONTEGGIA OU DE GALEAZZI                                                                                                                                                                                        ;I;0;130;37,5;55,26;60,19;2;100;2;2;06;      ;32;4
1431;0408020229;REDUÇÃO INCRUENTA DE LUXAÇÃO / FRATURA-LUXAÇÃO DO COTOVELO                                                                                                                                                                                                ;I;0;130;37,5;174,57;95,23;2;100;2;2;06;      ;32;4
1432;0408020288;REIMPLANTE OU REVASCULARIZAÇÃO DO POLEGAR                                                                                                                                                                                                                 ;I;0;130;0;324,53;164,4;2;850;3;3;06;      ;32;4
1433;0408020369;TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DO CÔNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA / CABEÇA DO RÁDIO                                                                                                                                          ;I;0;130;0;247,47;121,17;2;100;3;2;06;      ;32;4
1434;0408020407;TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO                                                                                                                                                                   ;I;0;130;0;159,49;94,31;2;150;2;2;06;      ;32;4
1435;0408020415;TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO                                                                                                                                                                ;I;0;130;0;233,71;132,66;2;250;3;2;06;      ;32;4
1436;0408020466;TRATAMENTO CIRÚRGICO DE FRATURAS DOS OSSOS DO CARPO                                                                                                                                                                                                       ;I;0;130;0;151,63;98,93;2;150;2;2;06;      ;32;4
1437;0408020490;TRATAMENTO CIRÚRGICO DE LESÃO DA MUSCULATURA INTRÍNSECA DA MÃO                                                                                                                                                                                            ;I;0;130;0;126,31;95,78;2;150;2;2;06;      ;32;4
1438;0408020539;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA                                                                                                                                                                                    ;I;0;130;0;109,7;82,9;10;150;2;2;06;      ;32;4
1439;0408030240;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS                                                                                                                                                                                                         ;I;0;130;0;1250,27;470;1;1000;8;3;06;      ;32;4
1440;0408030330;COSTO-TRANSVERSECTOMIA                                                                                                                                                                                                                                    ;I;0;130;0;843,39;328,44;1;550;10;3;06;      ;32;4
1441;0408030348;COSTOPLASTIA (3 OU MAIS COSTELAS)                                                                                                                                                                                                                         ;I;0;130;0;164,15;328,44;1;100;7;3;06;      ;32;4
1442;0408030372;DESCOMPRESSÃO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR C/ DUROPLASTIA                                                                                                                                                                                ;I;0;130;0;833,26;611;1;850;10;3;06;      ;32;4
1443;0407030115;DRENAGEM BILIAR PERCUTANEA INTERNA                                                                                                                                                                                                                        ;I;0;130;92,95;0;0;1;0;9999;3;06;      ;32;4
1444;0407030166;HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO                                                                                                                                                                                                                ;I;0;130;0;680,31;178,76;1;250;5;2;06;      ;32;4
1445;0407040048;HERNIOPLASTIA DIAFRAGMATICA (VIA ABDOMINAL)                                                                                                                                                                                                               ;I;0;130;0;647,65;160,48;1;200;6;2;06;      ;32;4
1446;0407040129;HERNIOPLASTIA UMBILICAL                                                                                                                                                                                                                                   ;I;0;130;0;298,55;136,44;1;150;2;2;06;      ;32;4
1447;0408010231;TRATAMENTO CIRÚRGICO DA SÍNDROME DO IMPACTO SUB-ACROMIAL                                                                                                                                                                                                  ;I;20;80;0;162,47;133,28;1;150;2;2;06;      ;32;4
1448;0408020024;AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS SUPERIORES                                                                                                                                                                                                          ;I;0;130;0;237,81;121,65;2;300;3;2;06;      ;32;4
1449;0408020610;TRATAMENTO CIRÚRGICO DE ROTURA / DESINSERÇÃO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MÃO                                                                                                                                                                ;I;0;130;0;146,75;111,51;2;150;2;2;06;      ;32;4
1450;0408030062;ARTRODESE CERVICAL ANTERIOR TRÊS NIVEIS                                                                                                                                                                                                                   ;I;0;130;0;1461,72;611;1;850;5;3;06;      ;32;4
1451;0408030097;ARTRODESE CERVICAL ANTERIOR CINCO NÍVEIS                                                                                                                                                                                                                  ;I;0;130;0;1625,92;1155,78;1;550;7;3;06;      ;32;4
1452;0408030151;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NÍVEIS                                                                                                                                                                                     ;I;0;130;0;1395,34;770,95;1;550;8;3;06;      ;32;4
1453;0408030429;DISCECTOMIA CERVICAL ANTERIOR (ATÉ 2 NÍVEIS C/ MICROSCÓPIO)                                                                                                                                                                                               ;I;0;130;0;1250,27;470;1;400;4;3;06;      ;32;4
1454;0408030640;REVISÃO DE ARTRODESE TRATAMENTO CIRÚRGICO DE PSEUDOARTORSE DA COLUNA CERVICAL ANTERIOR                                                                                                                                                                    ;I;0;130;0;943;470;1;400;7;3;06;      ;32;4
1455;0408030666;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR OITO NÍVEIS                                                                                                                                                                                    ;I;0;130;0;1637,49;1002,24;1;850;10;3;06;      ;32;4
1456;0408030704;VERTEBROPLASTIA POR DISPOSITIVO GUIADO EM UM NÍVEL                                                                                                                                                                                                        ;I;18;130;0;755,52;230;1;550;3;3;06;      ;32;4
1457;0408030771;TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO DESFILADEIRO TORACICO                                                                                                                                                                                     ;I;0;130;0;219,16;105,41;1;100;7;3;06;      ;32;4
1458;0408040041;ARTROPLASTIA DE QUADRIL (NÃO CONVENCIONAL)                                                                                                                                                                                                                ;I;0;130;0;1343,75;291,52;1;400;8;3;06;      ;32;4
1459;0408040076;ARTROPLASTIA DE REVISÃO OU RECONSTRUÇÃO DO QUADRIL                                                                                                                                                                                                        ;I;15;130;0;1301,78;377,09;1;550;6;3;06;      ;32;4
1460;0408040092;ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NÃO CIMENTADA / HÍBRIDA                                                                                                                                                                                            ;I;15;130;0;947,72;267;2;550;5;3;06;      ;32;4
1461;0408040122;EPIFISIODESE DO TROCANTER MAIOR DO FÊMUR                                                                                                                                                                                                                  ;I;4;16;0;534,15;225,28;1;400;4;2;06;      ;32;4
1462;0408050187;RECONSTRUCAO OSTEOPLASTICA DO JOELHO                                                                                                                                                                                                                      ;I;1;9;0;12,7;3,32;1;550;7;3;06;      ;32;4
1463;0408050462;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS                                                                                                                                                                                         ;I;0;130;0;154,26;114,17;10;200;3;2;06;      ;32;4
1464;0411010026;PARTO CESARIANO EM GESTACAO DE ALTO RISCO                                                                                                                                                                                                                 ;F;9;60;0;660,79;230,15;1;600;3;2;06;      ;35;4
1465;0505010127;TRANSPLANTE DE ESCLERA                                                                                                                                                                                                                                    ;I;0;130;776,8;608,59;168,21;2;500;1;2;04;040032;;
1466;0407030069;COLEDOCOTOMIA C/ OU S/ COLECISTECTOMIA                                                                                                                                                                                                                    ;I;12;130;0;406,5;210,91;1;200;3;2;06;      ;32;4
1467;0407040161;LAPAROTOMIA EXPLORADORA                                                                                                                                                                                                                                   ;I;0;130;0;497,2;139,99;1;175;5;2;06;      ;32;4
1468;0408020113;INSTALACAO DE TRAÇÃO ESQUELÉTICA DO MEMBRO SUPERIOR                                                                                                                                                                                                       ;I;0;130;0;0;15;2;0;9999;2;06;      ;32;4
1469;0408020580;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE AO NÍVEL DO COTOVELO                                                                                                                                                                                                 ;I;0;130;0;260,61;183,47;1;1400;3;2;06;      ;32;4
1470;0408030526;RESSEÇÃO DE COCCIX                                                                                                                                                                                                                                        ;I;0;130;0;116,79;79,2;1;100;3;2;06;      ;32;4
1471;0408030550;RESSECÇÃO DE UM CORPO VERTEBRAL CERVICAL                                                                                                                                                                                                                  ;I;0;130;0;1252,4;470;1;700;5;3;06;      ;32;4
1472;0408030593;RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA ANTERIOR                                                                                                                                                                                  ;I;0;130;0;1252,4;380;1;400;4;3;06;      ;32;4
1473;0408030747;TRATAMENTO CIRURGICO DE FRATURA NIVEL C1 - C2 POR VIA ANTERIOR (OSTEOSSINTESE)                                                                                                                                                                            ;I;15;130;0;1250,27;470;1;550;10;3;06;      ;32;4
1474;0408030801;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS                                                                                                                                                                           ;I;0;130;0;1638,49;1002,24;1;850;10;3;06;      ;32;4
1475;0408040025;ARTRODESE DA SÍNFISE PÚBICA                                                                                                                                                                                                                               ;I;0;130;0;595,29;189,66;1;250;5;2;06;      ;32;4
1476;0408040033;ARTRODESE DE ARTICULAÇÕES SACROILIACAS                                                                                                                                                                                                                    ;I;0;130;0;595,29;189,66;2;250;6;3;06;      ;32;4
1477;0408040220;REVISÃO CIRÚRGICA DE LUXAÇÃO COXOFEMORAL CONGÊNITA                                                                                                                                                                                                        ;I;0;15;0;1343,75;437,28;2;400;6;3;06;      ;32;4
1478;0408040297;TRATAMENTO CIRÚRGICO DE FRATURA DO ACETÁBULO                                                                                                                                                                                                              ;I;0;130;0;1343,7;291,57;2;400;8;3;06;      ;32;4
1479;0411010042;PARTO CESARIANO C/ LAQUEADURA TUBARIA                                                                                                                                                                                                                     ;F;25;60;0;395,68;150,05;1;600;2;2;06;      ;35;4
1480;0411010050;REDUCAO MANUAL DE INVERSAO UTERINA AGUDA POS-PARTO                                                                                                                                                                                                        ;F;9;60;0;63,97;69,98;1;50;2;2;06;      ;32;4
1481;0412020050;RESSECÇÃO DE TUMOR DO MEDIASTINO                                                                                                                                                                                                                          ;I;0;130;0;1091,92;733,64;1;450;5;3;06;      ;32;4
1482;0412050099;PNEUMOTOMIA C/ RETIRADA DE CORPO ESTRANHO                                                                                                                                                                                                                 ;I;0;0;0;0;0;9999;250;5;2;06;      ;32;4
1483;0505020092;TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO)                                                                                                                                                                                                             ;I;0;90;0;19333,11;8289,56;1;3000;10;3;04;040032;;
1484;0701010053;CALÇADOS ANATÔMICOS COM PALMILHAS PARA PÉS NEUROPÁTICOS (PAR)                                                                                                                                                                                             ;I;0;130;419,2;0;0;1;0;9999;0;06;      ;30;14
1485;0701010150;PALMILHAS PARA PÉS NEUROPÁTICOS CONFECCIONADAS SOB MEDIDA PARA ADULTOS OU CRIANÇAS (PAR)                                                                                                                                                                  ;N;9999;9999;170,3;0;0;1;0;9999;0;06;      ;30;14
1486;0701020105;ÓRTESE DINÂMICA SUROPODÁLICA TIPO MOLA DE CODEVILLE (UNILATERAL)                                                                                                                                                                                          ;N;9999;9999;119,7;0;0;2;0;9999;0;06;      ;30;14
1487;0701020172;ÓRTESE PÉLVICO-PODÁLICA DE DESCARGA ISQUIÁTICA                                                                                                                                                                                                            ;N;9999;9999;598,5;0;0;1;0;9999;0;06;      ;30;14
1488;0701020202;ÓRTESE RÍGIDA PARA LUXAÇÃO CONGÊNITA DO QUADRIL                                                                                                                                                                                                           ;N;9999;9999;500,4;0;0;1;0;9999;0;06;      ;30;14
1489;0407030050;COLEDOCOPLASTIA                                                                                                                                                                                                                                           ;I;12;130;0;386,02;183,37;1;200;3;2;06;      ;32;4
1490;0407030093;DILATACAO PERCUTANEA DE ESTENOSES E ANASTOMOSES BILIARES                                                                                                                                                                                                  ;I;0;130;92,95;0;0;1;0;9999;3;06;      ;32;4
1491;0407030220;PANCREATOTOMIA P/ DRENAGEM                                                                                                                                                                                                                                ;I;20;130;0;591,68;183,28;1;250;5;2;06;      ;32;4
1492;0407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL)                                                                                                                                                                                                              ;I;0;130;0;298,55;146,96;1;150;2;2;06;      ;32;4
1493;0407040170;LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/OU BIOPSIA                                                                                                                                                                                                 ;I;0;130;0;472,72;133,43;1;175;2;2;06;      ;32;4
1494;0407040196;PARACENTESE ABDOMINAL                                                                                                                                                                                                                                     ;I;0;130;12,27;12,27;0;9999;0;9999;2;06;      ;32;4
1495;0408020512;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA                                                                                                                                                                                      ;I;0;130;0;118,88;90,06;2;150;2;2;06;      ;32;4
1496;0408020520;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXACAO DOS OSSOS DO CARPO                                                                                                                                                                                      ;I;0;130;0;111,08;89,94;2;150;2;2;06;      ;32;4
1497;0408030178;ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR                                                                                                                                                                                                                 ;I;0;130;0;943;611;1;550;10;3;06;      ;32;4
1498;0408030208;ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR                                                                                                                                                                                                                 ;I;0;130;0;943;611;1;550;10;3;06;      ;32;4
1499;0408030291;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NÍVEIS,                                                                                                                                                                                                      ;I;0;130;0;1625,92;1155,78;1;850;7;3;06;      ;32;4
1500;0408030313;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NÍVEIS,                                                                                                                                                                                                      ;I;0;130;0;1625,92;1155,78;1;850;10;3;06;      ;32;4
1501;0408030844;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR TRÊS NÍVEIS                                                                                                                                                                                    ;I;0;130;0;1638,49;1002,24;1;850;7;3;06;      ;32;4
1502;0408040157;OSTEOTOMIA DA PELVE                                                                                                                                                                                                                                       ;I;0;130;0;639,45;195,67;1;450;5;3;06;      ;32;4
1503;0408040238;TRANSPOSIÇÃO / ALONGAMENTO MIOTENDINOSO DO ILIOPSOAS EM DOENÇA NEUROMUSCULAR                                                                                                                                                                              ;I;0;30;0;595,19;189,76;2;250;4;2;06;      ;32;4
1504;0408050144;RECONSTRUCAO LIGAMENTAR DO TORNOZELO                                                                                                                                                                                                                      ;I;0;130;0;263,01;169,13;2;300;2;2;06;      ;32;4
1505;0408050357;SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENTO TIPO KELIKIAN)                                                                                                                                                                                        ;I;0;130;0;163,15;120,91;4;200;2;2;06;      ;32;4
1506;0411020021;EMBRIOTOMIA                                                                                                                                                                                                                                               ;F;9;60;0;87,52;139,98;1;550;1;2;06;      ;32;4
1507;0412010011;BRONCOTOMIA E/OU BRONCORRAFIA                                                                                                                                                                                                                             ;I;0;130;0;1154;733,08;1;400;7;3;06;      ;32;4
1508;0412020033;MEDIASTINOTOMIA P/ DRENAGEM                                                                                                                                                                                                                               ;I;0;130;0;740,35;513,16;1;300;5;3;06;      ;32;4
1509;0412030020;DRENAGEM DE PLEURA                                                                                                                                                                                                                                        ;I;0;0;0;0;0;9999;0;9999;2;06;      ;32;4
1510;0702090034;PRÓTESE P/ IMPLANTE COCLEAR MULTICANAL                                                                                                                                                                                                                    ;I;9999;9999;0;43830,15;0;1;0;9999;0;06;      ;30;14
1511;0802010032;DIARIA DE ACOMPANHANTE DE GESTANTE C/ PERNOITE                                                                                                                                                                                                            ;F;9;60;0;8;0;9999;0;9999;0;06;      ;30;3
1512;0407040200;PERITONIOSTOMIA C/ TELA INORGANICA                                                                                                                                                                                                                        ;I;0;130;0;634,12;183,41;1;200;7;2;06;      ;32;4
1513;0407040242;RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO)                                                                                                                                                                                        ;I;0;130;0;425,44;106,45;1;150;7;2;06;      ;32;4
1514;0408010010;ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-TORÁCICAS                                                                                                                                                                                                      ;I;0;80;0;210,72;144,19;1;250;8;3;06;      ;32;4
1515;0408010037;ARTROPLASTIA ESCAPULO-UMERAL (NÃO CONVENCIONAL)                                                                                                                                                                                                           ;I;0;130;0;445,21;146,93;2;400;4;3;06;      ;32;4
1516;0408010118;OSTEOTOMIA DA CLAVÍCULA OU DA ESCÁPULA                                                                                                                                                                                                                    ;I;0;130;0;183,01;101,26;1;150;3;2;06;      ;32;4
1517;0408010215;TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL                                                                                                                                                                     ;I;15;80;0;212,41;166,74;2;250;2;2;06;      ;32;4
1518;0408020270;REIMPLANTE OU REVASCULARIZAÇÃO AO NÍVEL DA MÃO E OUTROS DEDOS (EXCETO POLEGAR)                                                                                                                                                                            ;I;0;130;0;256,09;102,75;8;550;3;3;06;      ;32;4
1519;0408020318;TRANSPOSIÇÃO DA ULNA PARA O RÁDIO                                                                                                                                                                                                                         ;I;0;130;0;233,7;132,67;2;250;2;2;06;      ;32;4
1520;0408020563;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO                                                                                                                                                                 ;I;0;130;0;323,2;148,18;1;250;3;2;06;      ;32;4
1521;0408030020;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR UM NIVEL                                                                                                                                                                                                  ;I;0;130;0;965;611;1;850;5;3;06;      ;32;4
1522;0408030038;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR DOIS NÍVEIS                                                                                                                                                                                               ;I;0;130;0;833;470;1;650;5;3;06;      ;32;4
1523;0408030160;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NÍVEIS                                                                                                                                                                                       ;I;0;130;0;1395,34;770,95;1;550;8;3;06;      ;32;4
1524;0408030453;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NÍVEIS)                                                                                                                                                                                     ;I;0;130;0;1250,27;456;1;550;10;3;06;      ;32;4
